URL,Version,Status,OIDs,Name,Title,Descriptino,Used
https://mos.esante.gouv.fr/NOS/TRE_R216-HL7RoleCode/FHIR/TRE-R216-HL7RoleCode,1.1.0,active,"2.16.840.1.113883.5.111",TRE_R216-HL7RoleCode,null,"HL7 roleCode","ValueSet/fr-core-vs-related-person"
https://mos.esante.gouv.fr/NOS/TRE_R217-ProtectionJuridique/FHIR/TRE-R217-ProtectionJuridique,1.1.0,active,"1.2.250.1.213.1.1.4.327",TRE_R217-ProtectionJuridique,null,"Protection juridique","ValueSet/fr-core-vs-related-person-role"
https://mos.esante.gouv.fr/NOS/TRE_R226-Dip2iemeCycleNQ/FHIR/TRE-R226-Dip2iemeCycleNQ,1.1.0,active,"1.2.250.1.213.1.6.1.118",TRE_R226-Dip2iemeCycleNQ,null,"Diplôme de 2ième cycle non qualifiant","ValueSet/JDV-J105-EnsembleDiplome-RASS,ValueSet/fr-core-vs-practitioner-qualification"
https://mos.esante.gouv.fr/NOS/TRE_R256-TypeMessagerie/FHIR/TRE-R256-TypeMessagerie,1.1.0,active,"1.2.250.1.213.3.3.54",TRE_R256-TypeMessagerie,null,"Type de messagerie électronique","ValueSet/fr-core-vs-email-type"
https://mos.esante.gouv.fr/NOS/TRE_R260-HL7RoleClass/FHIR/TRE-R260-HL7RoleClass,1.1.0,active,"2.16.840.1.113883.5.110",TRE_R260-HL7RoleClass,null,"Rôle de la personne point de contact auprès d'une autre personne repris de la terminologie HL7 v3 RoleClass (https://www.hl7.org/fhir/v3/RoleClass/cs.html)","ValueSet/fr-core-vs-related-person-role"
https://mos.esante.gouv.fr/NOS/TRE_R291-AutreProfession/FHIR/TRE-R291-AutreProfession,1.1.0,active,"1.2.250.1.213.1.6.1.140",TRE_R291-AutreProfession,null,"Liste de professionnels non membres d'une profession réglementée","ValueSet/fr-core-vs-practitioner-role-profession"
https://mos.esante.gouv.fr/NOS/TRE_R348-FormationSpecialiseeTransversale/FHIR/TRE-R348-FormationSpecialiseeTransversale,1.1.0,active,"1.2.250.1.213.1.6.1.251",TRE_R348-FormationSpecialiseeTransversale,null,"Formation Spécialisée Transversale (FST)","ValueSet/JDV-J105-EnsembleDiplome-RASS"
https://mos.esante.gouv.fr/NOS/TRE_R36-AutreDiplomeObtenu/FHIR/TRE-R36-AutreDiplomeObtenu,1.1.0,active,"1.2.250.1.213.1.6.1.54",TRE_R36-AutreDiplomeObtenu,null,"Autre diplôme obtenu","ValueSet/JDV-J105-EnsembleDiplome-RASS,ValueSet/fr-core-vs-practitioner-qualification"
https://mos.esante.gouv.fr/NOS/TRE_R38-SpecialiteOrdinale/FHIR/TRE-R38-SpecialiteOrdinale,1.1.0,active,"1.2.250.1.213.2.28",TRE_R38-SpecialiteOrdinale,null,"Spécialité ordinale","ValueSet/fr-core-vs-practitioner-specialty"
https://mos.esante.gouv.fr/NOS/TRE_R48-DiplomeEtatFrancais/FHIR/TRE-R48-DiplomeEtatFrancais,1.1.0,active,"1.2.250.1.213.1.6.1.31",TRE_R48-DiplomeEtatFrancais,null,"Diplôme de l'Etat français","ValueSet/JDV-J105-EnsembleDiplome-RASS,ValueSet/fr-core-vs-practitioner-qualification"
https://mos.esante.gouv.fr/NOS/TRE_R49-DiplomeEtudeSpecialisee/FHIR/TRE-R49-DiplomeEtudeSpecialisee,1.1.0,active,"1.2.250.1.213.1.6.1.32",TRE_R49-DiplomeEtudeSpecialisee,null,"Diplôme d'Etudes Spécialisées","ValueSet/JDV-J105-EnsembleDiplome-RASS,ValueSet/fr-core-vs-practitioner-qualification"
https://mos.esante.gouv.fr/NOS/TRE_R50-DESCGroupe1Diplome/FHIR/TRE-R50-DESCGroupe1Diplome,1.1.0,active,"1.2.250.1.213.1.6.1.48",TRE_R50-DESCGroupe1Diplome,null,"DESC Groupe 1 (diplôme)","ValueSet/JDV-J105-EnsembleDiplome-RASS,ValueSet/fr-core-vs-practitioner-qualification"
https://mos.esante.gouv.fr/NOS/TRE_R51-DESCGroupe2Diplome/FHIR/TRE-R51-DESCGroupe2Diplome,1.1.0,active,"1.2.250.1.213.1.6.1.49",TRE_R51-DESCGroupe2Diplome,null,"DESC Groupe 2 (diplôme)","ValueSet/JDV-J105-EnsembleDiplome-RASS,ValueSet/fr-core-vs-practitioner-qualification"
https://mos.esante.gouv.fr/NOS/TRE_R52-CapaciteDiplome/FHIR/TRE-R52-CapaciteDiplome,1.1.0,active,"1.2.250.1.213.1.6.1.50",TRE_R52-CapaciteDiplome,null,"Capacité (diplôme)","ValueSet/JDV-J105-EnsembleDiplome-RASS,ValueSet/fr-core-vs-practitioner-qualification"
https://mos.esante.gouv.fr/NOS/TRE_R53-DiplomePaysEEE/FHIR/TRE-R53-DiplomePaysEEE,1.1.0,active,"1.2.250.1.213.1.6.1.51",TRE_R53-DiplomePaysEEE,null,"Diplôme d'un pays de l'EEE","ValueSet/JDV-J105-EnsembleDiplome-RASS,ValueSet/fr-core-vs-practitioner-qualification"
https://mos.esante.gouv.fr/NOS/TRE_R54-DiplomeUniversiteInterUniversitaire/FHIR/TRE-R54-DiplomeUniversiteInterUniversitaire,1.1.0,active,"1.2.250.1.213.1.6.1.34",TRE_R54-DiplomeUniversiteInterUniversitaire,null,"Diplôme d'Université ou Inter-Universitaire","ValueSet/JDV-J105-EnsembleDiplome-RASS,ValueSet/fr-core-vs-practitioner-qualification"
https://mos.esante.gouv.fr/NOS/TRE_R55-CertificatEtudeSpeciale/FHIR/TRE-R55-CertificatEtudeSpeciale,1.1.0,active,"1.2.250.1.213.1.6.1.52",TRE_R55-CertificatEtudeSpeciale,null,"Certificat d'Etude Spéciale","ValueSet/JDV-J105-EnsembleDiplome-RASS,ValueSet/fr-core-vs-practitioner-qualification"
https://mos.esante.gouv.fr/NOS/TRE_R56-Attestation/FHIR/TRE-R56-Attestation,1.1.0,active,"1.2.250.1.213.1.6.1.27",TRE_R56-Attestation,null,"Attestation","ValueSet/JDV-J105-EnsembleDiplome-RASS,ValueSet/fr-core-vs-practitioner-qualification"
https://mos.esante.gouv.fr/NOS/TRE_R57-DiplomeEuropeenEtudeSpecialisee/FHIR/TRE-R57-DiplomeEuropeenEtudeSpecialisee,1.1.0,active,"1.2.250.1.213.1.6.1.33",TRE_R57-DiplomeEuropeenEtudeSpecialisee,null,"Diplôme Européen d'Etudes Spécialisées","ValueSet/JDV-J105-EnsembleDiplome-RASS"
https://mos.esante.gouv.fr/NOS/TRE_R58-AutreTypeDiplome/FHIR/TRE-R58-AutreTypeDiplome,1.1.0,active,"1.2.250.1.213.1.6.1.53",TRE_R58-AutreTypeDiplome,null,"Autre type de diplôme","ValueSet/JDV-J105-EnsembleDiplome-RASS,ValueSet/fr-core-vs-practitioner-qualification"
https://mos.esante.gouv.fr/NOS/TRE_R66-CategorieEtablissement/FHIR/TRE-R66-CategorieEtablissement,1.1.0,active,"1.2.250.1.213.1.6.1.8",TRE_R66-CategorieEtablissement,null,"Catégorie d'établissements","ValueSet/JDV-J129-CategorieEtablissement-RASS"
https://mos.esante.gouv.fr/NOS/TRE_R81-Civilite/FHIR/TRE-R81-Civilite,1.1.0,active,"1.2.250.1.213.1.6.1.69",TRE_R81-Civilite,null,"Civilité","ValueSet/fr-core-vs-civility,ValueSet/JDV-J78-Civilite-RASS"
https://mos.esante.gouv.fr/NOS/TRE_R85-RolePriseCharge/FHIR/TRE-R85-RolePriseCharge,1.1.0,active,"1.2.250.1.213.1.6.1.107",TRE_R85-RolePriseCharge,null,"Rôle dans la prise en charge des patients ou des usagers","ValueSet/fr-core-vs-practitioner-role-exercice"
https://mos.esante.gouv.fr/NOS/TRE_R94-ProfessionSocial/FHIR/TRE-R94-ProfessionSocial,1.1.0,active,"1.2.250.1.213.1.6.1.4",TRE_R94-ProfessionSocial,null,"Profession du social","ValueSet/fr-core-vs-practitioner-role-profession"
https://mos.esante.gouv.fr/NOS/TRE_R95-UsagerTitre/FHIR/TRE-R95-UsagerTitre,1.1.0,active,"1.2.250.1.213.1.6.1.109",TRE_R95-UsagerTitre,null,"Usager de titre professionnel","ValueSet/fr-core-vs-practitioner-role-profession"
https://mos.esante.gouv.fr/NOS/TRE_R96-AutreFonctionSanitaire/FHIR/TRE-R96-AutreFonctionSanitaire,1.1.0,active,"1.2.250.1.213.1.6.1.110",TRE_R96-AutreFonctionSanitaire,null,"Autres fonctions du domaine sanitaire","ValueSet/fr-core-vs-practitioner-role-exercice"
urn:iso:std:iso:3166,1.0.0,active,"1.0.3166.1",ISO3166Part1,ISO 3166-1 Codes for the representation of names of countries and their subdivisions — Part 1: Country code,"ISO 3166-1 establishes codes that represent the current names of countries, dependencies, and other areas of particular geopolitical interest, on the basis of country names obtained from the United Nations.","ValueSet/v3-Country"
